train_count,track_utilization,block_duration,time,train_priority,previous_delay,congestion,expected_delay
13,50.2,2,3,1,2.8,MEDIUM,43.31
10,35.1,1,12,1,33.5,LOW,39.24
3,15.0,2,3,1,3.0,LOW,24.82
19,75.3,2,21,2,9.5,HIGH,72.63
12,52.7,1,13,1,3.6,MEDIUM,42.7
14,58.9,2,15,2,6.1,MEDIUM,42.11
10,50.0,4,3,2,2.1,LOW,52.8
14,42.5,3,23,2,1.5,LOW,49.7
12,33.6,1,0,2,28.7,LOW,52.22
11,40.7,4,12,2,6.2,LOW,54.62
5,15.4,1,3,2,4.9,LOW,22.14
21,71.6,2,19,1,8.2,HIGH,75.5
24,69.3,1,17,2,2.0,HIGH,75.53
13,46.2,4,5,3,13.8,LOW,70.58
12,38.3,1,2,1,2.3,LOW,36.32
6,18.1,1,22,3,6.3,LOW,27.37
14,46.7,4,12,1,1.1,LOW,62.85
6,15.0,2,15,1,6.8,LOW,33.75
14,43.9,3,4,1,5.3,LOW,54.28
9,39.5,1,3,1,2.6,LOW,29.46
20,70.0,2,20,2,2.9,MEDIUM,63.2
12,49.5,5,7,3,0.1,LOW,57.89
19,57.5,2,18,2,0.2,MEDIUM,62.38
10,35.5,3,13,3,7.3,LOW,51.81
14,41.2,5,6,1,10.1,LOW,54.85
7,36.5,3,13,1,6.3,LOW,43.44
4,15.0,2,5,2,0.7,LOW,19.36
21,77.5,2,11,2,22.6,HIGH,78.72
5,15.0,1,15,1,10.0,LOW,28.06
9,37.6,2,16,3,2.2,LOW,50.03
12,32.8,4,12,2,8.9,LOW,55.54
11,34.3,2,22,3,0.9,LOW,42.12
3,15.0,4,13,1,12.1,LOW,36.3
14,47.1,3,6,1,5.2,MEDIUM,50.94
8,28.2,5,13,2,4.2,LOW,54.54
13,41.7,4,14,2,0.1,LOW,52.1
15,49.8,3,11,1,8.5,MEDIUM,58.45
9,29.1,4,16,3,14.1,LOW,52.38
22,70.3,3,8,3,2.7,HIGH,82.69
24,93.8,3,21,1,0.1,HIGH,81.78
14,57.5,3,14,1,11.9,MEDIUM,58.11
23,86.9,3,11,1,8.1,HIGH,87.99
12,45.1,2,1,1,12.0,LOW,48.5
4,19.7,2,4,2,6.2,LOW,37.13
3,15.0,1,12,1,4.9,LOW,23.36
12,34.4,1,19,2,2.0,LOW,38.53
3,18.0,2,22,2,0.7,LOW,28.7
10,37.0,4,7,1,5.1,LOW,54.3
13,52.0,3,13,2,16.2,MEDIUM,53.63
10,36.8,1,14,1,0.5,LOW,33.46
24,77.4,3,10,1,36.1,HIGH,86.53
3,15.0,4,0,2,23.5,LOW,45.82
20,71.7,3,20,3,8.2,MEDIUM,82.99
4,18.8,3,2,1,19.6,LOW,33.7
4,17.3,1,16,1,6.5,LOW,23.38
17,52.1,2,18,1,4.1,MEDIUM,51.19
9,32.3,2,13,1,6.8,LOW,37.81
20,70.0,1,21,1,16.7,MEDIUM,67.39
12,37.1,1,22,2,25.3,LOW,48.32
12,49.2,4,7,1,14.6,LOW,55.61
4,15.0,3,12,3,1.6,LOW,36.84
16,63.9,1,19,1,7.2,MEDIUM,57.67
3,15.0,2,2,3,4.7,LOW,36.12
4,15.0,2,4,3,5.3,LOW,40.84
18,62.3,1,8,2,4.5,MEDIUM,54.54
12,28.7,3,5,1,0.6,LOW,39.74
15,51.3,1,21,2,15.0,MEDIUM,55.27
14,34.0,3,1,2,30.7,LOW,63.06
10,31.2,3,12,3,1.9,LOW,45.77
8,30.0,2,4,2,7.8,LOW,39.25
3,15.0,3,7,1,6.2,LOW,25.65
11,46.9,1,22,2,18.1,LOW,43.34
3,15.0,2,0,3,9.7,LOW,21.02
22,79.2,3,19,2,11.1,HIGH,82.25
13,43.9,3,11,3,24.3,LOW,66.39
7,26.5,1,22,2,8.7,LOW,29.09
12,39.4,2,10,2,4.8,LOW,54.17
11,41.6,2,6,2,0.4,LOW,39.13
14,55.1,2,14,2,18.9,MEDIUM,58.28
25,86.2,3,21,1,7.1,HIGH,88.3
14,56.4,2,23,2,9.2,MEDIUM,55.35
21,70.2,3,10,2,5.6,HIGH,81.24
13,52.4,1,21,1,4.0,MEDIUM,53.02
3,15.3,4,15,1,5.6,LOW,33.84
6,19.5,2,2,2,0.4,LOW,29.94
16,59.1,1,19,2,12.8,MEDIUM,61.02
9,35.1,2,13,1,1.4,LOW,29.39
6,26.2,2,2,2,3.2,LOW,34.57
10,21.7,1,0,3,0.7,LOW,36.79
23,71.9,3,20,1,13.7,HIGH,73.27
8,25.8,4,14,1,1.5,LOW,38.61
7,25.6,2,0,3,4.1,LOW,31.23
12,44.7,2,16,3,4.3,LOW,50.01
5,15.0,1,1,1,3.0,LOW,17.18
12,45.8,4,19,1,15.7,LOW,69.73
6,15.0,2,5,1,11.8,LOW,33.78
10,25.9,1,7,2,10.9,LOW,42.53
3,15.0,2,15,1,2.0,LOW,20.19
13,56.8,1,18,2,1.7,MEDIUM,57.38
4,19.2,1,0,1,2.3,LOW,10.17
4,15.0,1,2,3,3.9,LOW,26.38
14,57.8,1,2,1,5.2,MEDIUM,44.57
8,21.4,1,4,2,2.3,LOW,32.15
12,36.5,4,11,3,4.9,LOW,61.23
23,79.9,4,11,1,1.6,HIGH,85.05
21,72.1,2,19,1,2.5,HIGH,62.96
9,33.1,2,12,2,2.4,LOW,35.58
25,82.9,3,19,1,10.4,HIGH,83.89
24,85.8,2,8,2,4.9,HIGH,80.53
4,15.0,2,6,1,7.6,LOW,20.42
3,17.6,3,3,1,8.9,LOW,32.28
16,59.3,2,18,3,0.6,MEDIUM,55.95
15,47.1,2,21,2,12.7,MEDIUM,55.94
14,40.6,2,18,2,2.7,LOW,57.68
8,33.7,2,5,1,5.7,LOW,38.89
9,24.0,3,12,1,3.3,LOW,43.73
18,67.6,3,10,2,11.9,MEDIUM,69.79
8,25.6,5,12,1,2.1,LOW,43.65
3,15.0,3,12,1,26.5,LOW,35.04
14,43.9,1,21,1,4.1,LOW,46.99
24,84.4,3,19,1,9.9,HIGH,88.2
10,40.9,3,14,2,8.2,LOW,48.63
17,55.2,2,20,2,10.9,MEDIUM,56.35
4,15.0,2,12,2,6.4,LOW,28.35
22,70.0,1,21,2,3.9,HIGH,65.63
24,67.5,5,10,2,1.6,HIGH,92.97
15,46.0,4,18,2,5.9,MEDIUM,68.4
5,24.4,2,7,2,0.5,LOW,30.16
14,37.4,1,19,1,0.5,LOW,43.2
12,37.6,3,7,1,7.6,LOW,43.35
20,68.9,2,9,3,5.2,MEDIUM,71.1
4,15.0,2,15,1,5.6,LOW,26.29
12,35.8,3,18,1,3.1,LOW,51.55
6,28.3,3,22,2,12.5,LOW,34.43
21,76.0,1,10,2,1.8,HIGH,68.48
8,21.4,3,12,2,7.1,LOW,41.77
20,67.1,3,8,1,15.8,MEDIUM,79.84
25,81.5,2,19,3,14.4,HIGH,84.72
3,15.0,2,23,2,0.2,LOW,25.08
18,70.1,1,18,2,2.6,MEDIUM,52.86
8,30.2,1,15,1,10.0,LOW,29.56
6,30.1,1,6,1,10.8,LOW,34.02
21,70.8,1,18,1,5.3,HIGH,65.8
18,51.5,2,11,1,1.8,MEDIUM,55.0
12,36.5,1,14,1,2.6,LOW,32.14
13,48.6,2,22,1,12.9,LOW,52.02
8,26.8,2,13,2,1.7,LOW,28.54
15,51.7,2,10,2,22.8,MEDIUM,67.75
22,72.2,3,9,2,5.6,HIGH,83.68
22,71.5,2,10,1,2.7,HIGH,63.2
5,23.9,1,5,1,3.9,LOW,23.61
12,52.0,1,1,1,2.4,MEDIUM,39.57
25,82.2,3,10,1,3.9,HIGH,82.49
21,67.6,2,18,1,1.1,MEDIUM,65.88
8,32.4,4,5,1,13.9,LOW,53.56
9,40.0,3,13,3,26.5,LOW,54.68
24,88.3,1,19,2,8.6,HIGH,72.4
7,35.5,2,5,2,13.2,LOW,33.45
8,34.2,3,16,3,2.1,LOW,43.5
18,66.2,1,9,2,0.5,MEDIUM,61.85
6,28.0,1,0,2,7.9,LOW,29.72
9,33.4,2,2,2,13.6,LOW,46.52
7,24.6,4,7,2,14.4,LOW,48.04
9,34.2,2,7,2,6.1,LOW,32.4
14,50.9,2,19,1,7.8,MEDIUM,54.02
21,67.5,1,21,2,3.7,MEDIUM,60.25
14,50.9,2,14,3,14.2,MEDIUM,54.97
4,15.0,3,23,2,9.6,LOW,28.73
4,16.7,2,6,1,1.6,LOW,26.59
15,51.3,3,10,1,2.6,MEDIUM,61.89
11,40.0,2,6,2,1.3,LOW,43.15
9,32.6,3,3,3,5.6,LOW,43.04
23,71.7,1,11,1,1.8,HIGH,62.6
8,23.1,3,5,2,1.4,LOW,33.56
5,15.0,3,13,3,1.4,LOW,28.53
17,66.4,3,11,1,2.5,MEDIUM,65.86
22,74.8,1,10,2,13.2,HIGH,74.31
13,46.2,3,18,1,22.3,LOW,65.17
13,44.2,2,20,2,43.9,LOW,66.29
8,21.2,5,4,2,0.3,LOW,51.81
11,36.4,2,13,2,6.7,LOW,49.46
23,78.3,3,20,2,2.5,HIGH,79.48
14,37.1,2,23,1,36.0,LOW,62.44
9,33.7,2,15,3,33.2,LOW,51.72
7,25.9,1,12,2,21.8,LOW,32.71
15,48.9,1,21,2,0.1,MEDIUM,38.86
24,90.4,1,21,1,1.3,HIGH,71.0
12,43.2,1,19,1,6.4,LOW,45.11
20,73.4,1,21,1,1.7,HIGH,58.23
4,16.0,3,3,3,15.4,LOW,40.27
23,80.6,2,10,1,9.6,HIGH,68.54
9,17.6,3,16,3,1.6,LOW,40.72
14,44.5,2,6,2,13.6,LOW,51.1
8,26.6,3,13,2,5.5,LOW,38.33
25,78.4,2,10,2,9.9,HIGH,80.84
19,63.1,1,21,2,1.2,MEDIUM,58.57
25,90.5,2,8,2,5.8,HIGH,82.76
8,27.3,3,22,1,12.0,LOW,41.22
7,15.9,2,12,2,3.4,LOW,27.55
3,15.0,3,22,2,1.7,LOW,33.03
15,39.4,3,17,2,8.2,LOW,58.2
18,64.8,2,10,2,8.3,MEDIUM,72.55
4,15.0,3,14,1,1.8,LOW,30.85
25,96.4,3,21,1,0.6,HIGH,92.6
17,49.1,1,18,2,1.5,MEDIUM,49.67
3,15.0,2,0,1,2.6,LOW,21.58
10,27.3,3,3,2,0.3,LOW,40.81
9,28.3,2,13,1,20.5,LOW,41.11
8,40.2,4,13,1,2.1,LOW,44.3
12,38.4,1,2,1,10.7,LOW,40.29
7,16.6,3,16,2,4.3,LOW,39.77
8,31.0,3,2,2,5.6,LOW,45.35
3,15.0,3,15,2,6.2,LOW,36.06
14,45.4,2,13,3,11.9,LOW,46.57
21,69.4,2,19,1,12.4,MEDIUM,76.41
3,15.0,2,12,1,1.2,LOW,19.77
6,27.4,2,14,2,2.9,LOW,36.13
5,15.0,4,13,2,6.8,LOW,40.4
6,20.8,1,23,1,3.2,LOW,29.27
13,45.8,2,18,3,1.1,LOW,60.78
12,41.7,1,5,3,4.2,LOW,46.33
12,34.1,2,9,1,2.0,LOW,51.61
6,15.0,3,14,1,1.2,LOW,27.06
19,62.7,1,20,2,2.9,MEDIUM,68.1
25,79.0,3,21,1,2.8,HIGH,78.34
13,46.1,1,19,1,0.8,LOW,40.39
11,44.5,2,5,2,7.0,LOW,39.21
4,15.0,2,22,1,3.0,LOW,22.39
19,62.7,1,9,1,1.5,MEDIUM,46.51
5,15.0,1,6,1,13.7,LOW,23.54
24,83.4,3,21,2,0.0,HIGH,80.16
4,15.0,2,16,2,4.8,LOW,29.52
23,76.2,1,17,1,4.6,HIGH,64.1
14,43.2,3,16,1,8.9,LOW,47.93
25,83.7,1,8,2,3.9,HIGH,73.63
18,62.5,3,9,3,5.8,MEDIUM,75.61
14,50.0,2,9,3,19.1,MEDIUM,65.63
14,53.9,1,6,1,1.5,MEDIUM,32.77
4,15.0,1,15,2,0.9,LOW,23.26
23,76.9,2,17,2,11.0,HIGH,82.98
14,55.0,1,5,2,10.9,MEDIUM,51.98
22,80.1,1,19,2,20.2,HIGH,80.42
9,38.3,3,0,1,32.7,LOW,58.89
3,15.8,2,0,2,3.9,LOW,25.57
20,82.6,2,11,1,3.8,HIGH,67.35
25,89.5,2,20,1,18.8,HIGH,86.02
9,24.2,2,1,2,15.8,LOW,42.57
5,21.5,2,3,3,3.8,LOW,35.25
9,32.8,2,16,1,0.6,LOW,31.31
11,35.2,4,3,2,7.0,LOW,52.86
18,58.4,2,10,1,2.5,MEDIUM,61.19
19,63.6,2,21,3,19.1,MEDIUM,76.12
7,15.0,1,3,2,13.1,LOW,23.01
10,18.7,1,0,1,18.5,LOW,40.99
11,37.9,1,6,1,0.7,LOW,39.79
22,71.8,2,17,1,16.0,HIGH,72.42
21,68.1,2,8,1,7.2,MEDIUM,65.57
7,21.7,1,2,1,1.9,LOW,21.43
4,15.0,3,7,2,2.9,LOW,30.8
11,41.8,2,23,1,4.9,LOW,40.29
21,69.6,5,18,2,7.9,MEDIUM,84.53
7,24.0,2,3,1,2.1,LOW,37.38
18,66.8,3,17,2,1.9,MEDIUM,70.02
12,38.7,4,19,1,17.8,LOW,66.65
24,86.9,4,10,1,14.9,HIGH,94.29
8,29.4,2,13,2,11.6,LOW,44.14
23,83.5,2,17,1,11.4,HIGH,78.85
12,46.6,2,15,2,11.6,LOW,48.34
4,16.7,2,2,2,20.6,LOW,34.6
9,30.1,1,14,2,14.8,LOW,40.59
3,15.0,2,3,1,3.9,LOW,27.04
10,27.7,1,4,1,5.1,LOW,24.9
10,36.3,1,16,1,7.4,LOW,39.28
9,35.4,1,6,2,5.2,LOW,43.3
9,24.9,2,15,1,2.8,LOW,31.16
3,17.9,1,13,1,15.8,LOW,23.46
5,16.6,2,15,1,13.0,LOW,34.32
11,39.7,3,6,1,4.0,LOW,40.1
21,64.2,2,8,1,1.0,MEDIUM,66.22
7,15.0,5,3,1,0.0,LOW,43.83
12,48.1,1,21,1,0.8,LOW,35.66
24,80.8,4,10,1,1.3,HIGH,77.22
12,46.7,1,1,1,8.6,LOW,47.88
20,66.9,4,11,2,2.0,MEDIUM,78.82
15,45.8,1,11,1,8.1,MEDIUM,50.61
7,34.2,3,3,1,3.2,LOW,44.01
18,60.8,1,17,1,18.0,MEDIUM,68.04
18,61.9,2,20,1,5.1,MEDIUM,56.35
12,39.8,1,6,1,8.9,LOW,36.27
12,32.2,3,0,2,4.9,LOW,47.09
11,40.6,2,22,3,19.5,LOW,54.48
8,29.7,4,12,1,9.3,LOW,42.84
5,22.4,2,5,2,8.2,LOW,40.67
14,42.7,2,5,1,7.2,LOW,38.09
12,31.3,1,11,1,35.8,LOW,48.01
12,44.2,3,7,3,9.2,LOW,53.57
14,55.4,1,23,2,11.2,MEDIUM,49.23
18,51.6,3,21,3,0.7,MEDIUM,77.21
22,66.4,1,18,1,13.5,MEDIUM,67.97
5,15.0,2,4,1,7.3,LOW,28.38
18,52.2,2,17,2,3.3,MEDIUM,64.65
9,28.2,2,4,2,7.0,LOW,38.73
14,49.9,3,9,1,7.9,MEDIUM,58.55
13,48.6,1,0,3,2.4,LOW,42.22
19,67.8,1,9,2,4.6,MEDIUM,61.42
12,39.9,5,4,1,10.2,LOW,65.13
21,79.1,2,11,2,2.0,HIGH,69.69
15,39.6,3,21,2,14.5,LOW,63.7
8,20.9,2,6,1,0.6,LOW,27.91
12,41.0,3,8,3,7.0,LOW,59.18
13,39.6,1,21,1,3.8,LOW,45.19
24,80.8,2,20,1,0.4,HIGH,67.74
21,74.3,2,11,3,11.9,HIGH,79.98
13,40.9,2,22,3,6.3,LOW,50.21
13,40.9,5,0,2,10.1,LOW,66.74
20,66.4,1,10,3,3.8,MEDIUM,67.73
13,49.5,3,20,2,15.7,MEDIUM,60.86
6,24.2,2,14,3,0.7,LOW,31.67
3,15.0,1,1,1,2.1,LOW,11.71
16,55.3,1,19,2,12.7,MEDIUM,55.69
6,21.5,2,6,2,24.8,LOW,39.35
22,81.8,2,20,1,15.0,HIGH,82.76
17,52.7,1,11,2,2.1,MEDIUM,56.79
19,71.7,3,21,2,3.4,MEDIUM,67.3
19,65.6,1,17,2,11.6,MEDIUM,59.29
14,47.9,2,2,1,23.4,MEDIUM,64.02
12,37.8,1,6,2,2.7,LOW,38.96
22,82.1,3,10,1,3.9,HIGH,69.68
14,52.7,1,17,1,0.2,MEDIUM,42.92
20,59.9,4,11,3,5.6,MEDIUM,73.71
13,46.1,1,5,2,0.7,LOW,39.59
4,15.0,2,4,1,0.7,LOW,23.28
3,15.0,1,0,1,11.5,LOW,26.05
12,31.7,1,11,2,3.4,LOW,37.61
23,79.1,3,10,3,21.9,HIGH,88.27
8,28.4,2,3,3,10.1,LOW,42.56
16,56.0,1,17,2,2.8,MEDIUM,56.39
11,35.0,1,3,1,9.2,LOW,40.38
12,39.1,1,16,1,16.1,LOW,33.88
12,29.5,4,1,1,4.6,LOW,50.31
3,16.0,3,23,1,6.6,LOW,31.21
17,47.2,2,21,1,2.0,MEDIUM,58.51
6,22.8,2,1,1,4.1,LOW,28.57
23,76.8,4,11,2,6.9,HIGH,87.72
13,47.6,2,5,1,7.6,LOW,51.76
25,85.9,4,9,2,10.2,HIGH,91.55
4,15.0,2,22,3,25.2,LOW,39.83
19,68.0,1,20,2,14.6,MEDIUM,65.62
9,30.3,3,22,2,15.3,LOW,46.42
14,46.2,2,15,2,6.5,LOW,44.07
9,32.0,3,13,1,1.2,LOW,37.68
5,23.9,1,6,1,8.1,LOW,26.96
22,72.7,2,18,1,4.2,HIGH,71.56
12,43.0,2,22,1,0.3,LOW,39.91
14,48.9,2,16,2,1.7,MEDIUM,47.85
16,51.8,3,8,3,11.4,MEDIUM,62.6
9,27.1,2,12,3,8.0,LOW,45.82
18,55.1,2,21,1,30.7,MEDIUM,63.18
14,50.6,5,4,3,20.6,MEDIUM,69.85
11,33.8,3,22,1,7.2,LOW,45.04
12,33.2,2,4,2,1.3,LOW,43.57
19,64.3,2,9,1,3.3,MEDIUM,68.35
16,60.3,2,20,1,2.1,MEDIUM,60.5
22,81.8,3,9,1,5.1,HIGH,79.49
8,15.0,2,6,3,12.9,LOW,41.2
8,27.9,3,14,1,13.8,LOW,31.41
9,33.8,1,6,1,1.6,LOW,31.08
11,40.3,1,14,3,6.4,LOW,45.65
9,30.1,1,2,3,9.0,LOW,31.3
24,91.2,2,18,1,4.0,HIGH,76.63
19,72.2,2,9,2,18.9,MEDIUM,67.66
14,47.1,1,14,1,3.6,MEDIUM,43.37
5,15.0,2,2,1,5.4,LOW,22.38
12,42.8,1,5,1,7.1,LOW,47.52
16,57.3,1,11,1,4.5,MEDIUM,55.3
6,20.7,2,14,2,26.5,LOW,41.88
8,28.0,3,5,2,11.4,LOW,44.22
9,39.8,2,12,1,14.1,LOW,44.52
23,87.5,4,18,2,11.2,HIGH,92.79
14,52.3,2,2,2,7.1,MEDIUM,52.24
11,42.9,1,7,1,0.2,LOW,29.0
12,45.9,1,7,1,11.6,LOW,43.87
14,46.4,5,22,2,7.6,LOW,63.44
22,77.5,2,19,2,0.7,HIGH,65.04
13,45.8,2,14,2,1.0,LOW,44.94
4,21.0,4,3,2,5.2,LOW,37.6
21,73.2,1,18,1,15.3,HIGH,68.42
16,59.6,2,20,2,6.5,MEDIUM,60.17
11,36.7,3,2,1,20.2,LOW,49.17
10,38.2,3,12,3,13.5,LOW,55.01
11,39.0,3,7,2,8.0,LOW,51.53
11,32.9,3,22,1,3.0,LOW,36.17
3,15.0,2,15,1,15.3,LOW,26.66
12,47.0,4,12,2,8.6,LOW,58.71
12,30.9,2,2,1,6.4,LOW,36.77
11,26.9,1,15,2,5.6,LOW,36.97
16,55.8,2,8,2,1.9,MEDIUM,58.42
7,26.2,3,13,2,0.1,LOW,36.47
6,15.0,3,12,1,10.1,LOW,32.22
13,45.9,1,20,2,20.2,LOW,53.25
7,23.2,1,6,3,1.6,LOW,33.85
14,35.4,1,14,3,21.8,LOW,56.99
11,38.5,5,6,2,0.6,LOW,53.04
3,15.0,1,5,3,6.4,LOW,23.43
10,37.4,2,1,2,1.0,LOW,35.36
19,61.6,2,8,1,17.6,MEDIUM,67.89
14,49.7,4,21,2,0.9,MEDIUM,65.07
4,20.6,3,23,1,2.3,LOW,30.03
6,17.9,4,16,1,13.1,LOW,31.58
7,23.0,2,4,1,9.3,LOW,37.48
13,51.7,4,11,2,3.9,MEDIUM,62.45
12,44.2,1,0,2,14.5,LOW,39.56
17,57.3,2,9,2,8.1,MEDIUM,59.53
25,93.8,3,10,1,2.4,HIGH,86.59
3,15.0,2,15,1,10.8,LOW,28.55
14,46.2,4,13,1,3.2,LOW,55.31
8,21.8,2,7,2,13.5,LOW,38.2
11,40.8,2,23,1,12.2,LOW,38.54
11,31.2,2,16,1,3.0,LOW,41.37
21,79.5,2,17,1,0.9,HIGH,71.21
19,61.2,1,11,2,13.8,MEDIUM,69.22
9,33.3,1,16,3,3.6,LOW,36.41
12,41.1,4,13,2,3.1,LOW,59.01
3,15.0,4,15,1,0.1,LOW,27.71
12,43.2,1,13,1,10.4,LOW,39.85
12,41.4,2,8,1,2.6,LOW,50.59
3,15.0,2,3,1,4.6,LOW,25.84
11,39.0,2,22,1,18.4,LOW,52.46
18,68.7,2,10,1,1.1,MEDIUM,58.45
12,39.0,2,5,1,0.3,LOW,42.74
13,37.5,2,14,1,6.6,LOW,38.47
9,34.5,3,4,1,9.6,LOW,36.07
20,69.6,2,10,2,6.0,MEDIUM,70.49
15,59.1,2,17,3,3.3,MEDIUM,68.17
14,50.9,2,12,3,3.6,MEDIUM,57.82
17,65.3,2,10,1,1.3,MEDIUM,55.33
14,58.0,3,13,1,3.0,MEDIUM,52.81
15,49.3,2,17,3,11.4,MEDIUM,58.06
20,67.4,3,18,1,5.5,MEDIUM,71.28
12,47.4,2,23,2,17.7,LOW,54.34
8,27.7,2,14,2,1.5,LOW,32.85
19,62.2,3,8,3,4.7,MEDIUM,74.34
9,29.0,3,7,3,9.7,LOW,45.04
23,74.5,2,19,2,2.5,HIGH,70.49
4,15.0,2,0,2,2.5,LOW,22.46
13,48.1,3,3,1,0.9,LOW,44.73
13,39.8,1,13,1,17.9,LOW,50.68
8,18.5,1,1,1,1.5,LOW,26.51
11,42.7,2,15,1,28.1,LOW,43.88
5,15.0,1,2,1,4.8,LOW,22.47
9,37.4,2,7,1,32.0,LOW,50.84
11,41.4,1,5,3,0.3,LOW,46.16
14,50.3,3,15,1,6.7,MEDIUM,47.96
11,30.3,2,23,1,9.4,LOW,42.36
5,15.0,2,15,1,5.8,LOW,25.98
3,15.0,3,6,2,6.8,LOW,32.93
4,15.0,2,12,1,6.2,LOW,27.8
13,30.2,1,12,3,1.3,LOW,30.97
10,39.1,3,4,2,6.1,LOW,49.19
12,52.9,1,19,2,6.2,MEDIUM,50.91
22,75.5,1,21,1,3.5,HIGH,65.15
17,58.0,1,17,1,7.5,MEDIUM,50.51
10,30.4,1,14,2,4.2,LOW,33.32
21,76.8,3,17,1,11.3,HIGH,82.5
7,15.0,3,1,1,0.3,LOW,31.82
22,75.9,2,9,1,0.1,HIGH,71.01
9,41.6,5,22,3,5.9,LOW,61.33
7,24.8,1,12,1,36.2,LOW,44.48
25,83.3,2,17,3,4.7,HIGH,88.02
7,33.0,3,14,1,0.1,LOW,27.6
14,59.0,3,11,2,3.1,MEDIUM,59.26
4,22.6,1,14,2,5.0,LOW,23.99
5,16.5,3,12,1,18.5,LOW,46.08
17,62.9,1,17,1,1.0,MEDIUM,57.33
6,29.5,2,14,1,20.7,LOW,39.9
3,15.0,2,22,1,22.5,LOW,33.23
17,52.5,3,10,2,8.2,MEDIUM,63.24
19,67.1,1,18,1,2.0,MEDIUM,59.45
3,15.0,1,2,2,6.2,LOW,14.99
13,37.0,1,6,1,13.6,LOW,41.77
21,68.1,1,20,1,3.5,MEDIUM,63.0
10,28.9,1,13,2,18.9,LOW,43.84
11,31.6,4,13,2,0.7,LOW,43.74
19,65.5,2,21,1,2.9,MEDIUM,61.09
11,39.1,1,12,2,39.9,LOW,48.33
14,39.3,2,11,1,7.0,LOW,56.63
5,19.3,3,23,3,7.1,LOW,45.64
12,41.9,3,8,1,2.2,LOW,55.69
4,15.0,3,0,1,15.6,LOW,29.59
16,54.6,1,18,2,4.5,MEDIUM,53.94
18,62.8,3,10,1,12.6,MEDIUM,72.24
4,15.8,2,22,1,13.3,LOW,29.58
17,63.1,2,21,1,1.5,MEDIUM,60.58
7,28.7,5,22,3,5.6,LOW,54.26
6,20.7,3,23,3,3.9,LOW,40.11
24,76.3,3,21,2,1.3,HIGH,75.37
13,41.4,1,18,1,1.1,LOW,45.92
22,76.1,2,17,2,0.4,HIGH,63.79
13,52.0,4,11,1,9.7,MEDIUM,67.96
10,20.2,2,22,1,12.2,LOW,28.31
14,48.2,1,0,3,5.1,MEDIUM,51.58
24,80.7,3,18,1,6.6,HIGH,79.97
23,79.9,1,19,1,2.4,HIGH,64.48
7,15.6,3,16,3,10.0,LOW,46.8
4,19.1,4,4,2,7.0,LOW,42.51
6,20.3,2,2,1,17.1,LOW,32.22
4,15.0,2,1,1,11.0,LOW,33.5
5,19.4,2,2,2,0.2,LOW,27.63
7,25.7,4,7,1,13.3,LOW,45.47
4,15.0,2,15,1,0.2,LOW,23.69
11,34.1,2,5,1,13.4,LOW,43.9
10,32.7,3,12,3,34.9,LOW,62.02
7,24.0,2,22,1,5.2,LOW,34.47
16,65.3,2,21,1,2.1,MEDIUM,56.58
22,75.5,3,21,1,0.1,HIGH,76.6
7,27.8,5,15,1,1.3,LOW,41.87
6,25.6,1,15,1,5.6,LOW,25.36
11,37.5,1,2,3,13.1,LOW,45.25
4,21.8,2,12,3,16.4,LOW,34.03
9,20.5,3,13,1,9.2,LOW,39.29
4,15.5,2,7,3,0.7,LOW,30.91
17,64.4,5,11,1,38.0,MEDIUM,87.34
14,50.7,1,22,2,11.0,MEDIUM,50.24
5,15.0,1,22,1,4.4,LOW,22.7
22,76.5,1,21,3,13.4,HIGH,73.96
21,71.2,4,20,1,7.1,HIGH,77.21
10,34.4,1,7,2,7.4,LOW,32.78
18,59.3,2,20,2,28.4,MEDIUM,80.99
20,73.1,2,8,1,12.9,HIGH,68.52
8,26.3,3,0,1,2.4,LOW,31.19
8,34.9,1,5,1,1.5,LOW,23.2
13,45.1,3,22,2,1.5,LOW,51.68
16,50.8,2,18,1,4.8,MEDIUM,53.36
7,35.4,4,22,2,3.9,LOW,40.32
22,70.1,3,10,3,4.8,HIGH,75.73
16,52.4,2,10,1,0.5,MEDIUM,58.49
13,46.2,5,22,1,1.8,LOW,62.27
12,31.9,1,12,2,12.8,LOW,35.13
22,76.0,3,10,2,11.3,HIGH,72.17
16,50.8,2,17,3,4.0,MEDIUM,67.29
9,44.2,2,22,1,4.0,LOW,32.41
8,25.8,1,14,1,17.2,LOW,30.96
13,38.2,2,0,2,1.6,LOW,43.97
18,63.3,1,20,2,3.5,MEDIUM,51.93
6,21.0,2,6,2,11.5,LOW,35.71
14,52.5,1,22,1,6.8,MEDIUM,37.5
4,15.0,3,12,1,0.5,LOW,25.38
16,63.6,2,11,1,0.1,MEDIUM,64.76
17,60.0,3,17,3,0.2,MEDIUM,66.64
14,43.2,3,23,1,8.5,LOW,51.66
23,78.9,1,18,2,7.8,HIGH,65.67
12,44.6,1,14,2,0.4,LOW,28.45
11,40.4,2,7,1,1.1,LOW,42.65
18,53.9,4,18,1,10.3,MEDIUM,75.81
20,56.4,2,9,2,3.0,MEDIUM,66.22
14,39.4,3,6,1,38.3,LOW,64.37
14,48.9,4,17,1,3.0,MEDIUM,62.77
9,32.9,4,15,1,3.3,LOW,51.57
25,69.0,2,19,2,4.4,HIGH,78.53
4,15.3,2,5,3,14.1,LOW,37.53
24,77.2,4,8,2,6.5,HIGH,87.6
